packetSize, interArrivalTime
137.55537657,0.00386227
73.69986281,0.00741294
121.11701287,0.00406695
117.70259431,0.00136341
103.51299677,0.00369432
84.20084337,0.01508415
132.16578443,0.00503383
97.79459362,0.0027289
111.38451194,0.00571725
102.9508128,0.01363414
598.8374066,0.00125613
109.48421362,0.00880988
118.46390361,0.0384804
77.73793957,0.00829959
117.1236904,0.00603708
125.39377378,0.0197611
114.90941069,0.00284689
230.57507312,0.0006478
135.74795578,0.00249761
116.14142829,0.00100449
122.64090655,0.00537962
110.82895265,0.00846403
50.01733535,0.0016291
108.88544582,0.0174765
116.44032423,0.01351237
161.91142235,0.00568158
112.85374066,0.00090008
88.41397968,0.02361482
120.00555167,0.00335298
112.77544757,0.007562
180.49526696,0.00895827
208.21652926,0.00452141
111.83797088,0.00582967
114.97728218,0.00498788
141.82462877,0.0027427
121.28520063,0.01724654
148.40647244,0.00235867
104.06713122,0.00445915
103.86043644,0.00696846
114.9940345,3.96815025e-06
99.59294841,0.00208386
118.81475749,0.00487267
135.57745572,0.0048942
143.97747011,0.01487421
365.75260288,0.00786034
190.25658597,0.01359792
149.7926853,0.00186071
79.41794952,0.00018647
101.7744455,0.0048402
101.37010357,0.01257306
143.05742507,0.02466682
106.47471729,0.0099836
499.71907116,0.006788
115.17294391,0.02481863
113.27281682,0.00163247
144.34117863,0.00194509
149.83524158,0.00533556
124.91967514,0.01544584
110.79286056,0.00216129
108.6181461,0.00497365
45.46268533,0.00828726
113.86133783,0.00276138
110.13539744,0.00970326
48.18365232,0.00812932
104.1127996,0.02374248
144.31724426,0.00141659
92.46175534,0.00761842
350.26675771,0.01808016
148.4763811,0.00455332
122.22573023,0.00109494
115.33632186,0.00845315
108.41004679,0.00285347
173.26478863,0.00042192
183.80240962,0.00642665
483.79364968,0.00055976
175.77590794,0.01387541
115.51483195,0.00213717
114.6717926,0.01944206
101.08207656,0.00319316
258.06631278,0.00539642
346.59734751,0.0010077
233.53203809,0.02066187
215.89636245,0.00326237
120.83704387,0.01767781
178.82710381,0.02717596
171.89430847,0.00057673
110.06192597,0.01125205
114.99738679,0.0072643
119.60179569,0.00741291
117.70882106,0.0089275
642.51977043,0.00330103
135.35334186,0.00253762
116.91830767,0.00056994
73.66610697,0.00249042
134.72372085,0.00495074
56.5660766,0.00022365
113.4355332,0.00263776
143.05031418,0.02209598
115.56775419,0.00476946
352.47964919,0.00387315
115.38242677,0.00530985
80.91202665,0.01962154
247.91884143,0.00547531
526.43103236,0.00109579
120.87809931,0.01666118
114.35993551,0.03889027
114.66424839,0.02240684
115.01320761,0.00033331
121.07476801,0.00154133
106.00937264,0.00206297
287.579615,0.02110028
104.08450382,0.03291959
113.77785272,0.02350305
154.54902243,0.05032247
115.06350672,0.02953082
115.26134146,0.01232848
308.76423645,0.00145256
108.86344423,0.0002641
102.9307519,0.00058492
200.57902219,0.01114266
131.49291859,0.01709048
97.80289326,0.00060936
114.83715032,0.00224114
422.86778649,0.00369409
158.11439518,0.00313442
99.02306721,0.00169215
130.8527912,0.00445067
107.96702476,0.00033776
105.43887863,0.03256041
110.88611863,0.00819571
489.04799234,0.01264458
129.9041788,0.01074035
292.30350022,0.00540248
54.69006432,0.02859338
80.84147364,0.00771057
276.9188939,0.00798006
92.91441371,0.01295621
115.02177151,0.01236211
93.47267806,0.00170936
115.28254525,0.00116731
217.67994595,0.00411439
114.71563347,0.0026448
111.82760642,0.00197169
132.78863463,0.00384282
130.427286,0.00345204
209.38113132,0.00113567
758.7862723,0.00886478
156.44314175,0.00560799
222.07116444,0.0040263
111.79902254,0.00438257
823.69737382,0.00321324
250.42931365,0.00539607
166.54217241,0.01419288
109.19895085,0.00299224
116.37396459,0.00021656
113.53042813,0.00961648
104.05051305,0.00121469
114.94971252,0.00027187
112.43225813,0.00089326
107.69995665,0.00588218
96.1808828,0.01422304
102.88662484,0.00172066
141.45671402,0.0025225
115.1492456,0.02021131
104.74544308,0.00288061
115.34898837,0.00515988
115.34468932,0.00087441
93.09353675,0.00093835
94.38128324,0.00242065
115.05622212,0.00550254
102.13569151,0.02125719
114.93737326,0.01093507
126.21461135,0.00201501
118.81390209,0.00130495
643.79646522,0.0055142
134.00524687,0.02194562
115.24521967,0.00755186
185.20303896,0.03466208
110.50038954,0.01955731
711.31892614,0.00355128
105.03321901,0.00605314
86.01474626,0.00144812
114.86134917,0.02709818
98.49237402,0.00040798
142.57701365,0.02677385
162.56102301,0.00043006
118.29621679,0.00442139
162.12668778,0.00758707
137.13205403,0.00023294
113.78049459,0.00275762
115.04665502,0.00032136
126.69870395,0.02007811
60.60525155,0.00393908
106.65041036,0.00649764
116.4434176,0.01693118
82.66820393,0.03083898
372.76385666,0.01640043
115.58503444,0.00881405
114.51656744,0.0112838
116.0867544,0.00191761
114.9885479,0.00541966
87.70066729,0.00138724
151.60016884,0.0016867
1694.91426955,0.01882368
111.49122882,0.00844969
349.55410652,0.02547317
114.08032651,0.03472124
96.36579612,0.00910281
114.91081485,0.00065939
155.9978271,0.00803081
146.19751561,0.00472852
155.61597914,0.01827358
115.13276895,0.00455502
152.79609921,0.01845385
130.19945073,0.02281508
114.98049329,0.00309914
58.65530618,0.00244895
95.44683749,0.00295004
151.83060563,0.00469188
115.00289604,0.00148723
110.83612456,0.0058494
114.15098894,0.00136895
92.46858194,0.012091
115.72015512,0.01711665
105.38163594,0.00150652
91.53920788,0.00027717
110.83689665,0.0110461
134.3443175,0.00378542
78.32693024,0.00342253
97.45900379,0.00471172
761.18475178,0.00018661
208.44996943,0.0036107
164.75601132,0.00069054
113.51044291,0.00149011
113.42874544,0.00904422
124.35566584,0.01486986
119.56770225,0.00216175
114.49263369,0.01320909
223.96653042,0.00591612
106.82516732,0.00352663
90.14624799,0.01029042
175.01790322,0.01030921
115.11374297,0.00123129
90.89921425,0.02550743
114.99799301,0.01611236
114.15718396,0.00146968
128.09335777,0.00548526
754.97705777,0.0040969
117.30075556,0.00503792
421.74066917,0.00528615
114.9951029,0.00251973
117.4935063,0.00141703
112.5902482,0.03088103
227.70595965,0.01437808
118.5937322,0.00134198
124.37662204,0.01521565
115.06982899,0.00109881
134.82643571,0.00564769
145.31942474,0.00103621
99.78236871,0.0058887
158.52175842,0.00345592
228.52686892,0.0002259
113.02584867,0.00265343
107.3888854,0.03432532
120.81774941,0.00684064
112.61897445,0.00653328
165.59756119,0.00255672
79.73605388,0.00835813
128.22976577,0.00794421
69.12557055,0.00173504
192.9181993,0.00421564
136.7232615,0.00648044
152.64152067,0.00031285
672.35905743,0.00040644
114.92877314,0.00033145
173.78935985,0.00174723
110.32000491,0.0098362
116.3068076,0.01752249
117.86840491,0.00150359
98.11828145,0.00414678
159.38310341,0.00338989
168.05766765,0.00621955
50.50049098,0.05412126
207.03750434,0.00405868
525.12229532,0.01214593
87.30051199,0.01619708
111.98248981,0.0121673
67.44155073,0.00028216
113.59478308,0.00293548
597.20960492,0.00043068
224.45525372,0.01093458
109.41029679,0.01845043
148.90855084,0.0255875
175.28243188,0.01277781
121.84236368,0.00617852
109.86301634,0.00241341
112.12096552,0.02030808
118.95088724,0.0042169
118.11919743,9.40270409e-05
115.36230234,0.015703
115.83074414,0.01345204
116.1899564,0.00994414
105.73886232,0.00884268
116.51306898,0.0017975
133.32272347,0.00690435
100.95034782,0.00061671
137.58654919,0.00263617
91.58596187,0.01160168
116.22205536,0.01191606
131.28512888,0.00469738
105.13089763,0.00727057
114.72442277,0.00123716
101.09242107,0.02101405
119.04638032,0.00992498
160.24949226,0.00193588
124.49494513,0.00839752
103.44207303,0.00676254
271.45596256,0.00775145
114.59653181,0.0006104
62.51793079,0.00484074
325.7673664,0.00512659
109.01378682,0.03770519
268.92415338,0.00642071
115.50245142,0.00019335
114.22732827,0.02661366
115.9338189,0.01211405
94.47630176,0.01287236
116.89160213,0.01054205
220.70793862,0.00461425
103.84675234,0.00513402
115.5245224,0.00319531
87.96675206,0.02282284
113.66595801,0.01481266
190.46392863,0.00267913
171.7803754,0.00656752
559.29924334,0.00056738
114.59869831,0.00698035
104.14330188,0.00317461
137.92288346,0.0387593
112.80442986,0.00374377
123.40519935,0.00894291
130.52192797,0.01445617
114.98873764,0.01076914
128.30366635,0.0106275
315.69595276,0.0045931
87.65429836,0.00630501
107.03646816,0.00358114
87.79375818,0.01171827
304.15850715,0.00026825
142.90698852,0.01654514
131.82825477,0.00430536
115.01158549,0.0087796
114.22756712,0.07314058
115.5674392,0.00724785
119.13044971,0.00862132
469.90746976,0.0029564
80.85166283,0.00381358
884.20538393,0.01136648
111.55982028,0.01310881
114.99909192,0.00960646
114.28053187,0.01345304
116.12403892,0.00359902
57.69044244,0.00780486
106.74920774,0.00019026
122.55419564,0.0619485
108.91691675,0.00045876
71.38258725,0.00243017
89.29773242,0.02328884
103.37676412,0.00020981
628.77396561,0.00368118
122.38778526,0.01465304
88.865342,0.02130016
106.41087708,0.01761079
113.77192806,0.00325807
63.58140161,0.00613177
114.5660282,0.01782865
114.00855389,0.01487664
72.32175584,0.00118242
125.66689071,0.00304922
117.87295095,0.01223803
113.80172158,0.01343238
93.80093924,6.42490689e-05
111.07127087,0.02133709
122.23733754,0.00805683
181.28165046,0.00028486
115.43585607,0.00998976
155.79739785,0.02017181
112.84682283,0.0172369
120.11312906,0.00142984
141.10515075,0.02122982
121.03461368,0.01121878
240.94966738,0.00094048
112.7396101,0.00363705
116.84316262,0.00020832
191.26067342,0.00305097
118.18066906,0.00335252
140.03009831,0.01120958
105.63869986,0.00296899
97.41700217,0.00383254
128.24450573,0.00160126
160.163561,0.01082835
71.31858655,0.0021903
258.30152137,0.00210641
109.04312228,0.00426333
117.72362113,0.00269457
115.0264242,0.0382981
145.63956323,0.01246394
246.87719992,0.002489
116.03227603,0.00303876
118.79704559,0.0107187
119.80494902,0.00024315
144.21552678,0.00010276
178.03311154,0.00971351
109.1495213,0.0224095
224.80045404,0.01535895
130.44040337,0.01302065
180.9089458,0.00060957
131.29835431,0.0044724
111.66676917,0.00397083
723.86987785,0.01108293
113.42254709,0.00150741
114.96470256,0.00032835
151.68816967,0.0039536
89.53961639,0.00197974
140.84080911,0.01026125
124.09775181,0.02769139
112.96655677,0.00140838
303.89678284,0.00331095
95.3334177,0.00162881
115.07089332,0.00659141
953.26200865,0.0099729
114.61206001,0.00708206
106.84307294,0.00959826
140.0948592,0.00312211
102.60048759,0.00882634
125.47182762,0.00082702
115.04521746,0.00269616
218.66216036,0.01164583
326.1400226,0.00298874
110.60906063,0.0001864
99.85715065,0.01429629
116.21298577,0.04378764
114.09310057,0.00076111
48.57837709,0.02429423
151.04981949,0.01985519
104.17074381,0.0146625
275.77500795,0.00899972
115.04064471,0.02251871
110.24980059,0.00213971
1507.68464649,0.00281762
103.49899888,0.00514027
114.96607236,0.00749056
58.05689925,0.00478453
88.56326559,0.00975502
162.05317658,0.00418533
230.49127218,0.00382473
115.64961918,0.00334886
170.88096606,0.00322063
619.30807569,0.01267806
791.8009003,0.00277135
527.47614072,0.00813223
260.52954353,0.00920096
176.61068514,0.00222314
81.34609948,0.00215503
116.31905398,0.00090227
111.5080183,0.02033559
115.31594585,0.00711879
118.49713482,0.01864094
595.64633859,0.00118262
214.62009117,0.04692477
123.56499753,0.00362903
218.32532737,0.00761791
102.61856235,0.00227624
117.705551,0.00159225
1747.26528735,0.00554233
113.65859097,0.00011448
125.33573465,0.02542309
74.62067557,0.00450432
109.39991226,0.00868094
113.82924213,0.00440515
115.57310875,0.00420009
175.22587863,0.00219424
115.03038488,0.00553113
171.93288332,0.00458322
114.48259088,0.00193386
63.35615013,0.00209363
112.55109452,0.01849822
92.980095,0.00412426
82.32046099,0.02976635
114.47212833,0.03314094
228.27629216,0.00973041
206.06914478,0.03334162
114.72294081,0.00366036
114.04134527,0.0044834
112.24237959,0.00178044
126.14040539,0.02219286
220.56852885,0.00990622
116.01416143,0.0016035
113.64973678,0.00937442
753.85128381,0.00197057
134.0798475,0.00449276
115.16560591,0.00195341
116.29064124,0.00366298
107.40207009,0.01513353
284.16867103,0.00605458
255.36326303,0.0030648
111.47280554,0.02957045
87.44473073,0.00429348
652.36646547,0.00505062
114.97466173,0.00611027
135.43038582,0.00687468
117.93074255,0.00273116
82.46052073,0.00194062
154.13827549,0.00045399
106.84263603,0.00997005
114.17479732,0.00594997
201.42152363,0.00482919
338.30684722,0.00532169
115.28346511,0.00817929
685.96169061,0.00741076
102.40237005,0.00686074
105.53568081,0.0114665
83.86504072,0.00076039
115.03514747,0.0077637
1833.69096947,0.00505147
174.39996821,0.00204499
106.03066079,0.00034871
126.78050231,0.0289679
141.78596928,0.00408955
157.57912427,0.01052622
156.51126945,0.00737145
69.19877029,0.00446281
114.18862792,0.00496035
115.89039939,0.02367559
150.10353081,0.02638372
107.21232716,0.0468672
124.01543514,0.00281597
97.68427709,0.0022578
112.99419513,0.00213238
275.54721533,0.00342462
90.27378095,0.01282384
183.50457607,0.0018927
114.12218123,0.00179529
113.32551556,0.01074585
872.47245048,0.01993657
146.95625457,0.0022839
119.14928648,0.0098203
114.88601999,0.00367255
67.23078427,0.04807933
115.167849,0.00355795
286.9351993,0.00378906
113.448114,2.15662043e-05
110.93208041,0.00464633
117.3702063,0.0162761
111.08382107,0.01266968
45.59255356,0.00243633
115.10549572,0.00473924
428.52512701,0.00648147
64.35240625,0.00145505
117.25029666,0.00168164
103.35886486,0.00093647
115.1862856,0.00259806
96.8537165,0.00245584
106.04445183,0.01400761
113.9372975,0.00344895
120.07195406,0.00512719
200.20602851,0.00796644
133.12779965,0.01546582
169.84915206,0.00306811
45.17100655,0.01156191
110.16301028,6.6847911e-05
115.34182687,0.01225288
118.74508827,0.00238317
109.80814261,0.00391983
109.84156424,0.00112852
108.1939511,0.00885017
307.76274475,0.00383889
167.35189075,0.00354081
112.53474059,0.00474576
202.24093018,0.00279279
115.09836988,0.010359
129.98342412,0.00500766
115.23617632,0.01229877
109.04698506,0.00141527
103.71859023,0.00047373
125.66283097,0.00040172
114.71326075,0.0215107
250.15999124,0.00593098
114.9229458,0.01551359
90.65847929,0.01139718
115.5765645,0.02851775
191.01030013,0.00243885
106.85644159,0.0056916
112.08906537,0.00282249
170.29726756,0.00507228
114.87430064,0.00050735
106.07423302,0.07092199
116.19835645,0.00388424
216.37556273,0.00839741
123.37011116,0.01777185
167.797434,0.00020988
112.26595451,0.00092266
149.03186699,0.01853501
113.75346296,0.01494323
144.00152454,0.02360978
149.63064524,0.00689474
57.20101502,0.0005226
77.00922005,0.01282746
132.42997757,0.01022818
170.39760918,0.01256713
106.33832325,0.01662279
115.26361653,0.00599094
162.94336332,0.0159579
109.79732986,0.00995539
85.05896376,0.00502906
911.82767339,0.00201247
155.24192228,0.01069848
153.91243506,0.00213297
214.83369554,0.02264677
115.38038203,0.00618796
113.21543438,0.00347979
267.52641747,0.0024674
112.86118492,0.00642356
100.72893759,0.00908679
115.07862145,0.03945653
305.98166951,0.00045836
115.72743431,0.00442416
90.38031129,0.00791146
256.85988307,0.00323775
111.89032135,0.00348806
252.04952301,0.00314312
116.2435154,0.00043923
75.45549885,0.00241095
115.00346706,0.00064448
133.04940885,0.00695182
114.3700999,0.00159767
115.62583031,0.01432659
123.28375095,0.01144569
205.32727056,0.01835547
129.84073969,0.03774713
148.24464055,0.00742925
124.03874648,0.02518488
114.92875577,0.01244934
115.12259692,0.0014711
116.20289978,0.00284622
115.31647855,0.00925373
185.9061671,0.01185528
63.09981352,0.01668397
116.60025682,0.01015397
120.17977654,0.00136091
126.20444191,0.00056783
95.30769507,0.0001856
110.09368968,0.00300348
114.97780829,0.01071552
166.90402629,0.00048374
113.77239631,0.00150007
152.84012685,0.00761819
89.55704431,0.0012475
135.2937547,0.01525397
105.23171297,0.00084686
149.03049735,0.00764109
98.95913762,0.00824656
113.72844993,0.00881648
114.44552214,0.00128177
116.63392145,0.00237029
202.24280544,0.00126306
110.02069469,0.00599726
257.3128163,0.00359094
97.10647245,0.01467583
472.7919341,0.00191659
114.99498131,7.83520448e-06
116.20105943,0.0143909
119.01028548,0.01168089
264.52140416,0.00868858
102.28702228,0.00215743
242.6679572,0.00608455
117.2913803,0.01112078
363.6663691,0.00526437
119.27623,0.00240329
185.04787059,0.00895883
113.36382256,0.00343392
114.34141457,0.02689587
390.5741531,0.01701124
129.08432187,0.03006535
60.3046719,0.00126868
107.2816969,0.00955054
114.68186914,0.0007655
261.85755742,0.01595817
115.68068147,0.00331105
112.32460684,0.00040778
112.91602512,0.00103959
61.75279375,0.00285438
121.29831656,0.0049693
97.58621777,0.00164446
120.89586907,0.0092381
114.61572145,0.0044571
115.15375845,0.01440597
56.13461031,0.01675112
144.73683681,0.01253296
97.14951604,0.00391528
120.81882853,0.00590876
125.67233328,0.00384119
558.28452147,0.00059033
100.64277601,0.00904901
116.29170957,0.00727542
142.21974272,0.00203708
233.84941807,0.0047374
83.19261831,0.00166195
143.21945779,0.00013628
106.6692997,0.03745233
106.86804436,0.00251383
265.743117,0.00580745
77.37070655,0.00194126
114.267086,0.00034165
140.60902781,0.00067953
424.19136612,0.00585783
113.50612923,5.38541362e-05
116.80236866,0.01710585
131.54346372,0.00143955
106.96650437,0.00583065
209.41636397,0.01079276
113.66575278,0.00509193
129.75282736,0.00701967
115.02515231,0.02762719
46.82277387,0.037464
113.14097697,0.00404416
245.50395019,0.00057642
108.49726254,0.03810255
114.99647256,0.01159767
114.40692668,0.00034624
313.58286148,0.00035193
118.71389147,0.02254868
110.94689779,0.00931186
88.42992933,0.02962072
126.59774591,0.01063217
114.79038582,0.00889556
87.19291104,0.00793532
99.4960303,0.00336809
103.93921392,0.00156045
612.25251312,0.01112094
189.58529094,0.00643091
128.96249314,0.00929154
128.19593051,0.00270237
93.08109331,0.02386385
150.03774311,0.00954155
114.00323194,0.01350367
130.87133112,0.0096388
259.70689705,0.01058272
176.04857914,0.00415989
249.90106418,0.00218422
110.45155216,0.00258127
104.87316596,0.00367653
110.79443527,0.00062772
97.83192247,0.00308076
99.4414925,0.00242652
291.3729662,0.00295886
90.79995507,0.02309701
190.32954411,0.00236563
128.21667886,0.03773855
123.13608542,0.00484794
137.10404588,0.03532725
112.67055106,0.00240169
177.60959689,0.00202656
780.26495449,0.00544194
118.01211463,0.00321013
92.57950122,0.01025738
130.25098295,0.00303371
366.09314409,0.00098116
187.72437085,0.00434675
625.31333795,0.00357464
131.57904551,0.04971932
183.56490855,0.00161209
78.89484827,0.00070332
157.13382682,0.02929549
112.88251242,0.0032349
108.68784074,0.01050357
934.11543673,0.01722166
69.66612405,0.00132441
189.65088065,0.00983197
99.27210825,0.01379405
118.79486803,0.00444441
115.6582235,0.02149745
52.70613515,0.01763063
114.95613007,0.00860551
342.89251736,8.69041431e-05
112.02909829,0.00870814
114.9977977,0.00343597
53.46621225,0.00529833
115.20887096,0.00071085
103.78901275,0.01682048
117.00229367,0.01121448
125.27744163,0.00113064
148.75438377,0.01327183
132.08091187,0.00373418
105.32998586,0.00577559
141.25701934,0.00119118
85.00343661,0.01603049
298.37292188,0.01328961
110.57957643,0.00462414
117.25083874,0.00506119
107.68867478,0.00585101
117.41135598,0.00249953
115.88899291,0.00777087
80.20613686,0.04194843
113.73766037,0.00024949
112.33915728,0.00818883
117.57284512,0.00363973
104.26039829,0.00590272
153.75049248,0.00075088
180.92967183,0.00506133
114.84529926,0.02794369
108.43552763,0.01226199
79.52813721,0.00042557
115.25346771,0.0064164
111.92858409,0.00157601
152.70073673,0.00347927
205.13381096,0.00365993
243.472339,0.00154156
115.00010218,0.0103163
108.4251802,0.00979942
131.03162025,0.00083821
98.47258207,0.00611221
65.39458879,0.00332563
143.64673011,0.00217171
216.3797467,0.01542784
93.96054401,0.00207556
