packetSize, interArrivalTime
61.19718034,0.01787897
54.17233493,0.00764386
58.00549096,0.00084339
55.15746014,0.05550275
54.0971425,0.00810663
54.00378748,0.00347511
54.35393964,0.02079746
59.74433033,0.00056571
54.88893008,0.00887228
54.09251315,0.00129569
54.00501601,0.02528056
54.05392342,0.02452679
54.28678304,0.01043048
54.2585065,0.00313443
54.82127601,0.01870831
56.84064951,0.01129155
54.41319657,0.05653044
57.88114043,0.00927516
54.04892487,0.03985987
54.11802822,0.0521181
54.11490674,0.10282488
54.09113052,0.01129535
102.90931338,0.00861194
54.07343113,0.00113405
86.22718281,0.17420675
69.01208505,0.04765986
54.00981936,0.00688793
54.56130239,0.01380732
54.05849737,0.07636658
57.0264773,0.11126876
54.79518889,0.06320335
54.71952808,0.00237945
59.14140806,0.04310268
55.82015139,0.05680313
62.51628862,0.00773132
55.66041563,0.0058544
59.82771164,0.01913206
54.7477719,0.00637752
55.3036693,0.02374882
54.6783054,0.02004299
54.77653259,0.01043368
54.00671764,0.0419625
54.78785003,0.02264204
54.25220932,0.04206337
54.01078964,0.17700211
55.04269096,0.02986641
54.6353932,0.01957424
55.20993615,0.0040098
55.21639958,0.02003189
54.60365821,0.03240539
54.02583144,0.00058199
54.23669333,0.00275877
54.38294485,0.03406089
54.40956458,0.00550167
54.2518679,0.01863943
54.14244748,0.22579218
55.67430684,0.01127355
54.10660219,0.0156818
70.28771249,0.00508176
54.29311501,0.03985743
57.31237777,0.00474848
55.21059773,0.00685698
54.22516971,0.00366772
75.15009903,0.00052831
54.15641522,0.05607001
54.29907527,0.02886989
54.03017475,0.00986191
54.06442927,0.01706083
55.54819745,0.01277835
54.11049771,0.01815437
54.70785517,0.02049654
54.12300205,0.00184461
54.01049994,0.01130183
54.0010001,0.0111896
54.05558574,0.01860515
54.4733653,0.01821698
57.98749059,0.03987568
54.18363705,0.01375127
133.64872613,0.02695008
64.19278552,0.13909916
54.0183493,0.04150271
54.02082973,0.02846993
54.04460512,0.02088221
54.01599706,0.01686862
54.06603984,0.06453209
54.01177418,0.01513862
54.01281216,0.02054885
68.76014828,0.04145959
54.25359445,0.00849593
54.87649382,0.03807324
54.69546064,0.02062842
54.77062508,0.0398393
56.11100605,0.39963109
54.01604158,0.01269137
61.49378909,0.02018286
58.38260951,0.00328113
54.15520102,0.00960259
54.42710436,0.0091428
61.05372579,0.01836498
54.31481694,0.01618298
54.30670953,0.01139304
55.04703054,0.02783406
70.652621,0.01180074
67.0806957,0.04852529
55.61516107,0.03504468
54.74375358,0.02798958
54.91497694,0.07121657
54.6136299,0.02669532
56.57411005,0.01453484
54.09088788,0.01248015
56.52642429,0.01586994
54.90557359,0.02104644
54.05492236,0.00551329
54.04747036,0.01889801
54.74167914,0.00246315
54.08516296,0.07615352
58.72423733,0.00571648
54.93248002,0.01212272
54.02564688,0.02868387
54.14386955,0.01194378
60.34749068,0.02346912
64.93699496,0.002486
57.65692425,0.03660609
54.25670064,0.09478531
54.0053007,0.00460405
54.04682063,0.02611208
54.06050915,0.00779829
54.46081557,0.06790659
61.51169404,0.00404011
54.57076672,0.18929465
54.20951813,0.02967743
55.41019168,0.0032207
54.02544096,0.00462652
54.02882531,0.0145642
54.11551615,0.00149718
54.35619405,0.01533421
88.09170917,0.00886798
54.85636136,0.06374414
56.30451485,0.02861688
54.01721181,0.00864294
54.60138553,0.01516125
54.83378293,0.00674087
54.02665218,0.00320701
54.00934769,0.0007766
54.50192526,0.03697524
54.12757197,0.02627551
54.68897098,0.06064811
54.09301584,0.00352559
56.84014621,0.05626363
54.17600869,0.00560738
54.05707674,0.3331487
75.91727201,0.0364093
71.03437152,0.00416253
54.15421986,0.00465648
56.08134579,0.10763499
68.66632403,0.02003186
54.14880391,0.00689045
59.39647953,0.0016176
54.25168585,0.00886013
54.56174849,0.08073354
57.20721724,0.00447115
54.84597565,0.04563691
64.22738177,0.01107988
54.04464048,0.02817122
54.12276365,0.01171242
71.45905609,0.01773288
59.73197609,0.01912778
56.83734167,0.02160103
55.82359371,0.00815197
54.56558919,0.00257148
54.05419991,0.0707293
54.88321029,0.01094832
54.56203248,0.04671606
54.39319105,0.03469541
54.630076,0.03807737
54.00849999,0.03514459
54.02195193,0.03407832
55.52720631,0.01702235
54.08683659,0.16666872
54.74329909,0.01789687
54.01135179,0.02636922
54.26123563,0.02718355
54.01220926,0.05845241
63.53221314,0.03012877
61.07920675,0.00916689
54.05363881,0.0003653
63.01205013,0.01498404
55.73613766,0.08186915
54.10778006,0.02135523
56.98375927,0.02893342
54.55350385,0.00379709
54.2972206,0.03638586
54.04830542,0.01415619
55.59651745,0.0073906
54.21571052,0.09637169
54.09433864,0.03162797
54.18458888,0.03155882
54.05317201,0.0068544
58.36070244,0.00321234
55.41266902,0.0067078
56.26631164,0.11039592
115.81089082,0.08584025
56.37085545,0.00867234
56.55876788,0.01055974
54.02027206,0.00484053
55.19372335,0.01390069
55.57630607,0.00320333
65.40312511,0.02224541
55.39073659,0.00853711
55.36818317,0.02740054
54.28879249,0.00044843
54.36718948,0.01075008
54.33423657,0.01484548
55.19523704,0.02066068
55.6350093,0.00356517
54.16626615,0.00168484
59.43456493,0.00614552
54.06241628,0.00431563
102.56109707,0.09647627
58.31654817,0.03317711
56.96701017,0.01226284
54.03930677,0.06126438
54.01534837,0.07760692
54.8920863,0.01689498
54.00227047,0.00804022
54.00860878,0.00151911
54.54496333,0.00898656
54.4236859,0.08634099
54.35310669,7.92721102e-05
55.20194434,0.00339294
54.04639797,0.0043387
54.64878534,0.00776123
54.10351009,0.00446125
54.51847541,0.00317238
54.17416857,0.01102228
57.30449137,0.07095779
56.18392906,0.00968148
54.16294145,0.00341999
54.00205064,0.03491986
55.33294941,0.03102043
54.0209349,0.03787652
59.49408933,0.00934757
54.18249184,0.04328063
55.44880817,0.00474365
54.07086484,0.02052047
57.45211126,0.02391984
54.30705103,0.02078808
54.43172086,0.00400387
54.09677149,0.00978542
54.32584168,0.04059455
57.1465683,0.0012544
56.80292282,0.0230107
153.93527244,0.0071225
54.0008158,0.04563661
54.83091894,0.0206344
54.01517548,0.01806149
54.43248513,0.05572237
54.08942467,0.00850158
61.01114377,0.01756787
54.26733786,0.00156434
57.98702447,0.00836842
54.13625346,0.01923698
54.26342152,0.00121367
54.2949321,0.01923433
54.11848307,0.0007892
55.36708421,0.13318449
54.16631524,0.01006522
54.2825712,0.05297793
58.24964232,0.0069292
62.93780009,0.01503025
57.83934807,0.02703263
56.12538801,0.01121306
54.80223109,0.00626313
54.01098706,0.01704576
55.17415971,0.07801274
54.01239509,0.03577189
54.00596036,0.0900523
54.1000096,0.01188866
54.77008334,0.01439024
54.04723677,0.02389459
54.21177573,0.01003661
54.84538261,0.00897239
60.38424299,0.06134582
54.16883893,0.04685164
58.25767941,0.00798704
54.99281208,0.00958546
54.27332565,0.03600578
54.38422475,0.00161237
54.02450058,0.00473332
54.25800929,0.07747981
57.50713122,0.03229721
54.06257989,0.00171597
63.89432644,0.01766314
55.9351829,0.00788737
54.08068704,0.00543658
55.72982542,0.0033764
54.02674789,0.01266302
54.46184608,2.02968699e-05
54.024415,0.01575521
54.34680772,0.03823542
54.65990496,0.02579303
54.52673753,0.01827515
54.28631107,0.01919123
54.1792956,0.03192538
54.01214681,0.03363235
54.00457906,0.00073337
54.4635623,0.02639485
54.04829667,0.02313117
54.42020448,0.02044336
54.06000205,0.01089723
54.03574322,0.00655903
56.03502685,0.0260893
54.1001285,0.00574146
57.07919535,0.00875216
54.24973228,0.14148408
54.06587884,0.01812999
54.21711142,0.00190508
55.10357174,0.01436587
54.52346671,0.01194446
54.03239854,0.03157871
54.05653966,8.90177765e-05
102.66895954,0.01635085
54.31719631,0.05718379
54.07781992,0.02372144
54.18833044,0.00651408
57.18917686,0.00170277
58.71341004,0.00952053
55.00542832,0.20206965
57.22100337,0.04256323
57.21352577,0.02224972
60.23352501,0.01940832
54.64432444,0.0039975
54.0089126,0.03361291
70.79658726,0.07742442
54.7188189,0.02373112
54.02539426,0.01244122
54.12398199,0.00586713
54.00816485,0.02412711
54.72641021,0.0019933
54.42926079,0.00452689
54.03827522,0.01349083
54.06475066,0.01817553
54.08083456,0.05048754
61.1815266,0.01560706
54.035565,0.03355784
54.0024341,0.01117781
62.67376882,0.01742251
54.1128607,0.01850153
61.52943675,0.02275418
54.0977202,0.01882565
56.03875707,0.01004035
54.00719482,0.01129637
55.00335972,0.00631058
65.25959997,0.00906623
55.33849923,0.005159
55.37508086,0.02604006
54.01329793,0.02311656
54.68246146,0.03144146
54.22080976,0.01999879
54.03664071,0.01152375
54.07485478,0.01427788
54.04050588,0.03091543
54.08128148,0.00661245
55.00638839,0.01208437
54.38065876,0.00766094
64.80056472,0.00846807
54.01555424,0.00923157
54.97452734,0.05432674
54.18492592,0.03611898
54.08521372,0.00792144
54.78669291,0.0109061
54.03814743,0.01821536
54.83910414,0.0782956
54.091227,0.02597758
55.62749132,0.01830123
54.02501508,0.01467786
54.31631499,0.04178159
59.01561126,0.00681981
58.25543345,0.00019912
54.02031233,0.00783485
54.00268707,0.0340392
57.49500591,0.00428359
54.00182639,0.02231664
54.39389248,0.02529846
54.08564438,0.03036044
60.95618426,0.01594321
54.01507075,0.00983478
54.61450233,0.02972968
56.25930885,0.01032484
54.21040233,0.03238191
54.79246589,0.03107418
54.0173379,0.01953171
54.34553546,0.03564977
54.04531806,0.03954998
54.54943302,0.01921807
58.83701855,0.03562364
54.05654889,0.0141291
54.00398128,0.00100323
64.11271284,0.20331045
54.02195546,0.00016365
57.81354464,0.00560524
54.06498077,0.00358472
54.00243557,0.0363522
58.65416181,0.0170762
54.06225725,0.03670052
54.0286185,0.03000061
55.7360512,0.00931303
54.69074418,0.00988038
54.46471196,0.05168705
59.75522655,0.11924383
77.97523941,0.21750432
54.97123882,0.0083748
54.24005628,0.00280875
54.07464558,0.00440994
54.07575157,0.08768268
54.03442596,0.02709733
54.84572432,0.00079743
54.03513712,0.01405117
54.13281117,0.00964212
54.06724011,0.00606728
54.13707698,0.02664947
62.78930663,0.02018526
54.03057425,0.0168477
54.0013656,0.07774022
54.00548319,0.03351215
208.40935507,0.00453723
55.82725677,0.11636525
54.26493536,0.01263639
54.0260067,0.00337603
54.53514506,0.00952382
56.92468432,0.00558934
54.01356723,0.03177439
54.01005238,0.01335991
54.00383297,0.03038294
55.92402786,0.00446564
54.27960193,0.00402793
80.94075181,0.02151912
54.81514118,0.0120934
54.03608875,0.00192425
54.1946482,0.03600466
54.07625399,0.00176858
54.02818254,0.03706224
87.88159076,0.01996841
54.10766663,0.01653404
54.44800651,0.0005646
54.25522281,0.01336913
64.03122349,0.08827954
99.40398323,0.01225354
54.00719176,0.35812513
54.55001628,0.00396289
54.29656868,0.04075163
75.10678773,0.00260222
54.11910117,0.10161926
54.4637287,0.01408209
54.22718744,0.02908373
75.80049135,0.02361967
59.93970042,0.00984186
54.00707212,0.09962003
54.01544134,0.00061835
55.08978883,0.00246777
54.00538506,0.03690186
55.4826847,0.00246134
61.76780519,0.00073765
72.6810726,0.02861383
55.94892537,0.01035173
54.23931013,0.00687068
54.02268822,0.10090711
54.02561044,0.01252639
54.01113472,0.00163225
54.06528717,0.04037904
54.02154145,0.0171339
54.19488593,0.0057379
54.21823308,0.03418983
54.10754132,0.01512288
54.15328442,0.03391902
54.00693339,0.02903358
54.14211139,0.05794535
58.87871825,0.0214167
55.77424856,0.02741812
54.27175147,0.01890778
57.03867802,0.01884624
54.15055537,0.00759474
54.0949075,0.00392143
73.02323001,0.00567343
54.04645936,0.00138396
55.04089035,0.00636681
54.10312962,0.02308571
58.23071633,0.03731734
87.54327966,0.02069331
56.97976746,0.00734426
54.05068629,0.01519398
54.0085731,0.03746362
54.06680518,0.00209933
59.59564624,0.00429045
55.20454664,0.00217876
54.02295309,0.02475228
106.91763035,0.04254769
54.00291064,0.02431461
54.00348241,0.013639
54.09308696,0.01432417
54.68664136,0.00427259
55.43100198,0.02912402
54.34264465,0.04525386
56.28834894,0.02452539
54.28530804,0.00971017
55.55093221,0.09063565
57.70474273,0.0262763
54.06306332,0.01844509
54.4046819,0.00253344
55.36145611,0.00941731
54.73938899,0.11348279
54.05293042,0.01452609
54.01254195,0.01263032
54.68053101,0.00319232
57.4376265,0.00109493
54.01780779,0.01147966
57.38778442,0.00385434
54.05312863,0.04559461
61.47491835,0.02894639
55.63273107,0.00431992
54.23182896,0.02292459
63.75215787,0.02545768
54.0424382,0.00690412
62.16196183,0.00657395
56.42122087,0.02488611
61.50126752,0.00297905
54.96201723,0.03165889
55.52455596,0.0041318
54.12523024,0.1043428
54.25212885,0.01670767
66.7271926,0.0199264
54.04040297,0.01929859
55.5390056,0.00315124
54.21886754,0.01457258
54.0535965,0.02056559
54.09297327,0.00474937
54.29455775,0.03604948
54.00681219,0.00452616
58.01484851,0.00616061
54.07614766,0.02814672
60.28140798,0.01149516
55.0386255,0.00161317
54.00455866,0.0236682
69.37542687,0.01961645
58.56437573,0.00973214
72.38491569,0.03046946
56.30820702,0.02244203
62.07860798,0.06972391
58.07899791,0.04574824
54.0732581,0.00615959
55.89861506,0.02800264
54.95760643,0.0088264
54.30873108,0.02452868
64.73294183,0.01478148
55.46938138,0.05538334
54.03824082,0.01800316
54.57130701,0.00311161
54.01045412,0.00991307
54.04379793,0.01202945
54.98652372,0.01932796
54.42695998,0.01962722
54.43183386,0.02323398
54.47071698,0.00541394
59.3004456,0.01221044
61.37168178,0.03091693
83.66142055,0.01861745
54.20336611,0.01137031
56.28126636,0.1320913
54.48491467,0.0055967
54.83230343,0.00770143
54.00052326,0.01187493
54.0017166,0.00858509
54.88643545,0.01158074
54.37011885,0.01608869
55.56109859,0.01708213
55.01029881,0.01223745
54.05333371,0.00450965
54.5132781,0.01494821
54.26614048,0.00747791
54.04877501,0.02583598
54.28088716,0.01222223
61.16557859,0.00485806
54.23506741,0.02000852
54.43162265,0.03709236
54.24056713,0.00954317
54.10314308,0.00867784
54.00200402,0.00352004
54.26051712,0.00427314
54.2649758,0.01650883
54.01955056,0.0042707
56.61858283,0.01842914
54.20785463,0.06086859
58.46310716,0.02872749
56.25012298,0.2028631
54.09415605,0.02549594
54.01595105,0.02374587
63.64400096,0.05174843
54.03056794,0.01630285
55.49921914,0.04791216
54.39988657,0.04311398
54.02479507,0.01960267
55.73017088,0.00140975
54.03565599,0.01607005
54.33554743,0.00547484
55.57699103,0.05602627
60.7890267,0.02412488
54.37419807,0.00169319
94.44953764,0.02523368
54.85884364,0.0463798
56.41592084,0.00734561
54.11063014,0.00991862
55.37671077,0.01176298
54.50524628,0.01757675
54.02756298,0.05170409
54.16434474,0.02656381
54.57885406,0.00790591
54.03310135,0.00830594
54.00362508,0.12580146
54.12515201,0.00231107
56.66295922,0.0341196
61.51737025,0.01599424
54.15817247,0.00271603
59.58485777,0.03982742
55.69084172,0.0186229
57.66206939,0.01286014
54.6300643,0.03284749
56.82044864,0.00695543
70.59366941,0.02130523
54.00513852,0.00350638
54.97519598,0.09788008
54.27828308,0.02876131
54.36857526,0.07186485
56.70954799,0.23210751
54.61027204,0.00117676
54.1174681,0.02361669
54.02039841,0.00575232
57.61748494,0.00959948
54.07352989,0.01062191
54.33344333,0.1605188
64.81517742,0.03492748
54.18616655,0.01201905
54.01116854,0.02407734
54.17798402,0.01563031
55.06771427,0.01784795
57.14203317,0.00187465
59.47498179,0.03319477
54.27588625,0.03294844
54.01935423,0.00595434
56.46122383,0.01046606
54.2519939,0.0049089
59.45370165,0.0149553
64.59710909,0.01264296
54.1779372,0.0007108
55.80673448,0.003135
68.19181989,0.00592837
54.03000181,0.00945371
54.40803663,0.0094934
54.00131548,0.0095819
62.04962093,0.0005036
54.57862705,0.02328353
57.28940594,0.03764465
55.1231977,0.01129381
54.20405719,0.0029895
68.36458582,0.00662757
55.59527315,0.00838883
55.22743087,0.01941423
54.22254411,0.0155951
54.57402746,0.00481766
56.25116507,0.2715849
54.82025617,0.18064982
54.02959285,0.04382127
58.19357421,0.04683048
57.61708996,0.00882422
57.89758228,0.03043193
54.97126247,0.09034293
77.22756828,0.05966304
54.03658057,0.16076339
54.02019718,0.00514103
55.08468038,0.00264443
54.22745076,0.01170723
54.00659027,0.00556996
54.29338819,0.00594218
54.22187056,0.11933209
54.20386677,0.01791109
54.14565238,0.0628026
54.03052622,0.02411728
54.11549766,0.01069903
54.04276868,0.09034552
59.23448533,0.14490209
57.70708769,0.00575194
54.1589654,0.01544233
57.51684727,0.0475419
54.00884699,0.02209183
54.21201749,0.04061414
54.09993748,0.00127764
54.18925973,0.0043843
54.18895921,0.03256033
54.22929274,0.01553086
58.06555095,0.00435228
55.75479685,0.01350798
57.31152301,0.00142942
54.00582225,0.00589253
54.62328122,0.02531541
56.10637252,0.01396122
54.11789283,0.00974945
67.306627,0.00715393
54.11633281,1.73481617e-05
60.48493085,0.03313566
54.5843418,0.0431787
55.05926786,0.00662294
54.35539241,0.01938511
57.62523962,0.01124265
54.25543229,0.01366755
81.25601297,0.00348118
54.09952964,0.01601579
54.07787418,0.44493261
54.00523446,0.01479987
54.08342388,0.00236364
54.12881683,0.01264399
54.08685263,0.01516433
54.27500181,0.08761392
54.10016141,0.0428236
54.03138893,0.01715944
57.56441388,0.01620139
55.63107063,0.01077849
54.61671187,0.02122164
54.59758236,0.03253096
54.00049334,0.00705688
54.00682899,0.0030845
59.08831402,0.03353951
55.51767967,0.01141564
54.0229451,0.06285082
58.26604885,0.01323916
60.95555939,0.0233985
54.08221857,0.04931555
54.12392745,0.00062415
54.12332835,0.02405548
54.93185885,0.04762869
67.22741968,0.01856932
62.42159262,0.00761647
68.05137108,0.01180593
54.34206114,0.02502393
54.529831,0.07228512
55.74292401,0.01030932
54.28695869,0.00961588
54.43670257,0.01839448
58.4941411,0.00102377
54.12340205,0.01341458
54.00632255,0.00465335
55.33584994,0.01933426
55.80232305,0.00348238
54.40775884,0.10689186
54.4988234,0.04096109
56.84724255,0.07830631
54.38295552,0.00053071
54.71112855,0.01465381
54.26054643,0.01485211
60.15523644,0.01130526
54.24589251,0.06189317
54.05911777,0.01193069
57.9395452,0.00073657
54.07283946,0.03331574
54.00226835,0.40710062
86.6352606,0.03558865
60.44251189,0.00060343
54.42939124,0.04576771
54.83784533,0.03222611
54.54713531,0.02709293
54.19241217,0.00436818
63.07095841,0.01279847
54.03995767,0.00627637
56.95070439,0.00456254
54.38724601,0.48386648
54.0409625,0.0293914
54.61020207,0.00618178
56.87242986,0.02873477
62.16422698,0.00798954
54.00244379,0.00180337
54.00070449,0.01664951
54.0672815,0.00459024
54.26359168,0.02185947
108.67484148,0.02551846
54.0068904,0.02646788
54.00716507,0.0069719
54.04728103,0.00529349
60.00466806,0.08236036
54.2317197,0.01612119
54.40834756,0.02674132
60.59103716,0.01131586
54.02640746,0.05179325
54.32525889,0.03220844
54.08601084,0.02870791
54.70811363,0.07944757
66.41100955,0.00492438
54.03480515,0.00801642
54.0390295,0.0065837
54.00126728,0.0085237
54.48633375,0.00381343
54.0607187,0.01879988
54.16330526,0.00180423
59.2214722,0.03313138
61.58311718,0.02625456
54.06326496,0.02241543
56.26905394,0.04099273
54.26772983,0.03171857
54.54849562,0.01080418
68.66984519,0.01387736
54.7496666,0.0191728
54.01944504,0.03430705
54.27315146,0.00663367
54.49707095,0.00985523
54.2673402,0.00178702
55.24058561,0.02260712
54.09885577,0.02679254
58.44868489,0.03373165
54.01238648,0.02282397
54.01822758,0.04736605
54.02876717,0.0236776
54.37313395,0.03067785
54.11928956,0.0163136
54.08386443,0.00526047
54.85717998,0.0211077
54.66920402,0.01659916
57.20089495,0.0264464
113.23685741,0.04785085
54.13070345,0.02840353
54.28443705,0.01153882
54.03938925,0.05835968
